ID;Name;created_at;Salary
6e84f8ea-6bf4-4047-8484-1a8d2f751bde;Tyler Peterson;2005-08-12T21:37:50;7309.51
1624d318-a326-42e8-a1ab-17c0766229cc;Mr. Aaron Hale;2012-02-08T18:06:46;2335.45
c4c536fb-1d4d-4180-8c6e-6fbb37fef6b5;Elizabeth Lynch;1998-11-13T18:34:06;7569.0
f5feba5e-c295-4f51-bf67-ee1aad9d1f42;Philip Ramirez;1971-06-22T08:27:58;7723.11
00109824-0a61-4be3-ab22-12c9e23b580e;Joseph Perkins;1996-12-18T11:22:27;1979.34
488cac4e-5a94-44b8-80aa-ec7abf1df687;Megan Gonzalez;1975-10-21T03:07:00;7284.13
889c8ae2-4e3c-4f2d-8332-559dcad00273;Joseph Wright;2021-11-08T15:02:22;580.9
48622a67-4a29-4067-9c66-a27b6a325333;Laura Burton;2006-02-28T10:01:02;2679.8
674610eb-8b27-4c29-a274-c0d7f4a5cc36;Sue Ramirez;2000-02-08T00:46:16;1725.52
1f9078d5-2835-4cdb-a347-b24fa0f9c074;Jane Garza;1979-07-01T02:44:09;6091.72
79009c61-a1d2-4ebc-9aa3-892a4c88b9d8;Claudia Burns;2004-02-18T12:27:57;9168.85
71a8c9c6-0f6a-475b-b55b-2e5ca6ed0ac0;Patrick Williams;2012-04-08T13:45:18;5214.63
e377b008-6416-49c0-b8b6-1daf5afb9565;Sarah Werner DDS;1975-07-16T12:49:47;3534.3
9ef1c846-1dbc-44fd-8a8a-a1e45c7cbc62;Devin Bowman;1989-11-27T18:48:25;6473.0
30f2c485-49b5-44fb-92a6-51d7c069c542;Joel Rivera;1981-06-14T00:15:18;3714.18
6f6ddf79-affe-4554-a5ae-f699a5e3a719;Timothy Hernandez;1991-07-06T00:06:42;5418.53
596305b3-71b2-41e4-afd3-b9f2e90f79f8;Jasmine Roman;1996-07-04T23:31:23;2117.26
9626d8c4-344a-4454-b0a6-1c5e707421d4;Susan Johnson;2013-02-01T16:04:34;3607.25
a358cb1d-be3f-4afd-8e96-ed9b5d158e44;Crystal Evans;1975-11-24T04:36:09;1387.23
e2091f49-e0a1-4d2b-857c-799848d002be;Jimmy Welch;2005-02-14T08:08:12;8390.96
7460d20d-94b9-4db5-ae3c-18c9ef1fa0a3;Michael Lewis III;1972-12-24T20:02:46;8965.94
a795ac54-4a30-47cd-80fd-ec23598ca3b4;Arthur Patterson;1985-02-12T23:28:53;861.2
7425f4e9-3891-4ef5-abe0-572c8ec9ea98;Lee Obrien;1975-10-30T02:38:22;9971.5
533c9a31-e4ba-4d78-b4ab-a9fc8930d179;Joseph Lee;1975-06-15T07:01:24;5226.41
339d78f5-d658-41b3-b012-ae1c5882e3bb;Nicholas Turner;2005-03-05T15:11:05;3433.67
b6651d6e-df39-4caa-980c-79fc7b69e690;Eric Arnold;1970-08-17T21:03:43;6302.32
eaca3811-0c26-45d9-b02d-c88ab97fb3bb;Veronica Stevens;1978-01-14T23:29:44;7551.63
c3f3f74d-d386-4b58-9946-65d33dbba3af;Stephen Lewis;2011-09-13T03:36:22;1402.1
d44f85e7-e2f8-4051-813c-66888f1b5be1;Tyler Wright;1984-12-22T09:14:12;1263.54
fea2a33a-51d1-4bcd-9a23-754bef38d426;Justin Mitchell;2006-10-27T12:13:24;2098.35
8397d412-7118-4b71-8707-e77b4bf0ae53;Kimberly Green;1985-10-10T02:51:27;3296.91
19518f87-b63f-43c6-8893-09e99d683a9e;Jason Robinson;2020-02-03T10:52:06;271.15
dbedb42e-6da3-43e7-83e9-973b89181ba3;James Nelson;2020-03-04T06:39:29;105.94
b4178592-b76f-45b2-acc5-12df3ac49efa;Diane Singh;1986-05-05T14:45:25;9251.45
3bcd6aec-53ca-4c05-acb5-959f4eb98768;John Perkins;1979-05-06T07:26:56;1061.66
95decd6e-5df2-4073-93f0-4099813dd49a;Robin Mcdowell;1980-07-25T14:08:00;253.7
c3d9b3b0-22b5-4be1-9392-a255fdc12930;Thomas Crawford;2022-03-19T04:47:39;2896.65
3bd3147d-d0f0-475d-a1d3-2e24bb891746;Heather Garza;2012-10-20T14:46:03;3497.3
86c47b06-06a8-422f-957c-af0d9db3466d;Katherine Parker;1984-12-22T23:00:40;8166.13
7ea496f5-e10b-4aad-a92d-6b0529bccee9;Nancy Payne;2017-12-03T14:01:20;9101.83
b4134208-66df-4b1e-9ab3-cc27232f8c5b;Eugene Carter;1974-01-10T22:25:45;1290.33
f631681e-bf40-4e04-b9f9-4ec650ae2652;Scott Barnett;2014-11-24T15:50:17;3418.4
4e0e15d3-298e-4a79-abec-fc0b581ba307;Kenneth Brown;2012-11-25T14:48:12;3701.33
0fb2de1e-a0b9-46c2-bdb9-31ce05a0f421;Andrew Perez;2014-07-01T04:44:52;2477.45
f8db1a4d-584d-4c02-8ff9-d318d22a3a62;Brandy Weeks;2000-07-21T03:09:27;5352.8
a629d332-2d4b-45a4-8fdc-13515ba830dc;William Burgess;1996-01-16T06:31:19;7130.18
8805ae31-88a0-4dce-8384-860ce413961f;Veronica Bush;2021-08-28T04:27:08;157.52
f436498e-68af-42b8-9f62-6a97ebe7ef91;Aaron Taylor;2015-01-18T12:23:20;687.72
547e3918-1463-45f8-a5ee-54abb3191702;Ronald Thompson;1971-07-01T04:46:49;8420.93
8fb87c76-af04-4a8d-969d-b137c9a57cd1;Blake Pennington;2010-09-08T08:21:20;2766.95
266b0d37-b5c9-4b49-b51f-7e54a0e77486;Amanda Peterson;2020-03-22T11:40:04;1698.79
094c0230-e3b4-4f81-aeb3-462ca032149d;Ian Powers MD;2004-07-13T10:33:19;6168.3
566ff3ec-679b-49e8-80c3-2da9bc49b58e;Johnathan Long;1991-02-24T02:03:44;5829.2
08f1100b-fa32-42c4-b80a-fabf8cea309b;Laura Baker;2016-09-27T14:12:13;8689.36
675e0c52-1eb9-4739-b8ac-dd816522ff46;Anthony Nelson;1972-05-01T20:57:56;627.58
c6a2894d-b3e4-4d3a-94fe-31a0ae2e45a4;Whitney Gill;2021-11-23T11:01:13;4160.87
d59b148f-fa7b-4f5f-a2d5-9938571c9d78;Christine Knight;1992-06-02T08:12:57;8671.66
ae6b4c8e-8864-4581-b857-7478ac825818;Carla Parrish;1980-06-01T05:20:27;3975.75
d0fce922-95be-463b-8253-dc8cd1f0c570;Christopher Cooper;1989-10-25T13:58:05;5417.95
99c7abea-6756-464d-8864-9f787eaf1679;Christopher Kramer;2008-09-10T16:45:32;4807.41
0262a5aa-edec-41ef-9762-762620379089;Karen Arroyo;2015-02-08T21:25:17;714.56
8c833848-11fb-456e-b00a-21879cb9f9aa;Diana Greer;2006-01-13T12:43:34;4220.95
94665d45-284b-4bcd-a3af-11d0a8ab29f1;Jonathan Hogan;2011-03-05T11:48:00;2782.8
48f3531c-4fb7-43bb-8408-c04c6f446806;Richard Weiss;1989-01-31T09:26:20;6302.96
fd768f63-5163-4e1d-8df7-a26786fadb0e;Michael Reynolds;1979-08-24T03:39:35;4230.68
a93fa902-c8de-49ab-a7c3-e78482e7448c;Rachael Cruz;2001-08-02T00:40:08;97.96
9d37da5c-a2fc-4fe3-a961-00ace994f3e6;Paige Yoder;1994-08-26T02:05:37;595.71
5abec113-a183-4fdb-b1cb-5e8eae2562ca;Kathleen Simon;1986-12-16T18:16:29;8668.2
c2112eda-f1e7-4a9b-af65-70d74643d705;Angela West;2020-08-19T02:55:46;9364.3
b47a5dce-cf70-4452-8e8c-037ee51c0cdb;Cole Alexander;1974-06-10T07:06:26;7367.65
40b000a4-4598-444b-b0bd-7405650dd400;Peter Kelly;1992-04-21T13:40:01;6991.81
c334f558-02ce-4581-be15-aa2c07b6e28f;Philip Hughes;2022-10-08T19:59:21;1484.39
952b1ee1-09d5-464f-9292-8f4be1514a0d;Ronald Martinez;2018-05-08T06:20:22;6377.89
79460978-65e9-4753-8638-9bd3d26eeeba;Brandy Miller;1993-08-23T12:21:28;4560.41
1c5e1698-b7a0-4afd-b0d6-863f11c272d8;Kaitlin Edwards;1971-09-24T01:25:07;5914.0
fe292238-fbfb-4602-a011-bc8ae7bf9a96;Denise Lambert;2010-07-15T06:54:46;5157.5
0f52361d-82f1-440d-8e5c-6dd2ddda17a3;Steven Lozano;2017-12-30T15:37:03;2416.51
d2d07223-0b20-4e0f-8505-0a17d2e1ed4d;Natasha Welch;1982-04-07T10:14:52;765.93
8f4ed442-14aa-4efe-9532-51c9d020baee;Derek Mcbride;1992-04-25T22:43:56;5647.74
ffa08419-74db-4c40-af7d-ee1a8476af98;Nicole Cole;1980-05-26T08:09:29;4159.33
83210210-a43c-491d-ad4d-a4ef95e38180;Peter Meyers;1974-11-16T16:51:42;632.8
3d1cd68c-9c63-465b-b4e0-4bbbca8033a7;Kelly Mckinney;2014-08-03T06:22:51;3160.82
8b1f1137-0ea2-45e0-8e50-c79ac5826444;Joseph Smith;2022-09-24T09:00:23;2209.6
91fd7d4a-5a31-46a6-9b87-cc5e6d7fe9b2;Roy Hunt;2013-04-26T23:49:31;1310.13
2ebed37d-05d1-46b6-acee-c38d511fcda9;Alicia Blackwell;1983-02-27T13:30:54;1947.17
4fae667b-b2e7-4e77-8fe1-cedfa5387901;Susan Burke;2024-01-24T03:09:50;723.52
13d1ea49-ed46-4bf4-95cf-2dc4eb1c3ba4;Jeremiah Munoz;2012-03-14T13:06:25;2755.45
cdc39412-d95e-47e1-900f-72f74f4b4ed5;Christopher Chavez;1987-12-23T11:15:15;4191.86
1f94e3c8-18a7-4594-9b8c-4949106861d3;Alex Powell;2016-12-29T06:12:39;3121.49
befa9c47-8dd6-450f-8a6e-f7ce74db99f3;Kathleen Miller;1973-07-09T14:29:41;223.41
eceb9505-dbc3-4e56-88a1-7945ca6d3e06;Matthew Davis;1975-06-14T17:00:11;8775.51
f7d870b6-78ac-4704-9936-5f61f484878d;Terry Garrett;1989-07-15T10:39:17;5465.45
f1c51dda-2828-4370-9672-ebc7606e8502;Bridget Thompson;1980-10-26T08:25:02;602.0
7ba06f58-061a-48d1-b212-cc6f540988e7;Lori Sanders;1985-05-29T20:07:06;3974.79
f75a7e6f-2b86-4694-941d-1a814815642c;Darrell Johns;2001-07-02T09:53:17;3936.81
c5507d2b-909e-4f78-a2f2-52912353d455;Timothy Smith;1996-07-14T04:58:14;5952.72
52c553b5-d2f7-4429-8671-493804fe973d;Amanda Waters;1977-08-13T08:23:22;2817.19
ac707464-2734-49bb-8740-525525cf51c4;Rachel Barnes;2008-08-27T19:20:23;9388.78
5d30db82-2348-41b7-ac2b-5e213f7a38e0;Kim Jones;1997-09-30T21:24:34;5454.91
6e797a92-18b7-41a2-b74f-190559c07423;Danielle James;1996-11-13T17:49:44;9275.84
94d50a99-eba0-4424-a5a5-ac1f7b2ecfc5;David Hill;2005-11-01T08:45:18;3933.82
c7938520-9c92-4e7f-9aa1-ecd6058fe8d5;David Williams;1991-11-19T16:06:58;6091.69
da418b24-e0ac-49ff-88d3-281a1b4e1428;Micheal Johnson;1998-08-27T05:55:04;6402.8
75ef8aab-b693-44ef-9ad5-66c3ecb03f48;Candice Peterson;1997-12-22T20:25:02;6440.55
48a133ab-dd55-4aaf-befc-5b4aeb1d1061;Ashley Richardson;1979-09-17T15:53:48;2605.75
c0e0d55b-84ca-47c8-a159-5b4f7901726f;Shawn Scott;2019-03-26T14:35:51;5859.98
0a9d499c-a269-4c2d-a14f-1ddc4bc972ce;Jeffrey Fleming;1988-04-23T17:45:42;9563.41
21d4fb7e-2258-4c89-98cc-f9b4354af1bd;Howard Johnson;2009-03-30T20:40:45;6146.93
b5004950-b5f5-4316-a453-35cc137fcd2b;Paula Gardner;2007-09-11T16:13:38;6527.59
3a6e8f12-2a1a-4e85-b51c-5aac2728ec95;Chad Snyder;2012-06-02T11:07:45;2265.21
1e548a7c-af27-4f40-95cd-d72ecb10cf68;Suzanne Massey;2022-08-19T11:21:39;4719.91
f7f1bb27-8066-4563-a0c3-0ce957ac59f2;Michael Barr;2020-05-05T19:25:17;4288.2
fe1c51e5-ea31-467a-a168-02053c0a94de;James Ruiz;1990-11-01T14:40:05;9100.39
f924e06a-aef5-4aef-9903-b45fd01cf935;Aaron Larson;2017-12-09T10:42:03;6719.52
b2b4c281-a5b9-4ee8-877f-0b62b26489f7;Matthew Holden;1977-07-26T12:24:47;8472.13
603803f3-2b2b-4fda-9d43-19b5bb5f15c1;Andrew Wilson;1994-08-24T16:44:40;4369.88
5e7cfaad-73df-470a-ad0c-abfc1baf01f1;Dawn Tucker;2022-10-15T20:13:54;7875.4
e5098f9a-d3c6-4e05-8d37-aebb8fc7f7e3;Scott Mccall;1981-06-07T16:43:43;3747.2
fe656bef-e0ef-4989-aab4-65e9d97d2b38;Lisa Clark;2018-03-10T16:55:21;422.82
eb6ec9e0-225f-4457-9662-5aa1056b565f;Stephen Cunningham;1995-07-10T20:54:33;6635.33
3bac2660-55a3-4129-a7ba-6b1a96954911;Joy Castillo;1976-12-05T09:31:56;1422.82
64e322cf-a51d-478b-8d00-b7b27d82fccf;Christopher Weaver;1980-11-09T09:09:46;4402.64
74f8c57b-24c5-42ca-aab3-c4d8d4e4004b;Barry Long;1997-11-25T04:01:44;4955.77
d0813d92-3aca-43f2-bb77-7bf243f98cbd;Charles Cain;1979-06-08T18:04:56;9111.11
32d116fe-8f08-463c-9624-88052305e6d3;Scott Grant;2021-05-27T02:05:50;929.85
ee65afeb-1b67-4518-b0bf-7f14b6d066f2;Gregory Deleon;1976-08-21T04:25:48;9858.62
fbf70946-d6ad-4066-bf6b-f51b3a05c0b7;Danny Simpson;2004-08-20T17:28:04;84.3
6c1b6811-92db-4613-8e05-1eea13d72846;Jacob James;2021-08-05T18:34:35;5584.11
be0d24ed-3306-4611-af96-a21449b3fe66;Mary Harrington;1989-04-02T11:35:11;2383.29
1e94eb4b-c74f-43ca-94c6-67bb211e55c3;Jonathan Ruiz;2014-08-27T11:42:07;6297.78
4704768e-6e92-4501-9bd7-1dc6ea75e34d;James Miranda;1989-04-07T14:59:02;6126.8
722c353d-1ee1-423b-8a96-86a4e7524102;Timothy Paul;1993-01-03T09:53:35;1725.61
f9adf8c5-6247-440d-ae5c-eb3d1c275035;Jose Whitney;2008-07-05T08:59:09;8180.29
7c96eefa-4fab-4ad8-8091-a21d6637c09f;Joseph Smith;2002-02-07T19:25:47;3615.86
d21dbc09-3a35-4442-b325-f875e4172ba3;Victoria Johnston;1972-10-02T01:00:01;5196.5
53a9ec5d-b9b5-470e-b346-f7c6437249fd;Christopher Hale;1971-12-04T11:15:41;6660.11
01275a63-88da-491b-a1f6-c8770212585b;Roberto Obrien;1983-07-27T06:24:27;3829.5
0061fd30-d907-4286-b29c-d43a7751b3fa;Lisa Perry;2006-07-16T12:17:47;1336.94
61c61ae4-6a59-4b07-ada6-78063a19607d;Aaron Clark;2022-01-30T19:54:03;2902.29
95331356-074f-4be0-84f2-0133f45c8840;Jacob Rogers;2000-11-21T01:12:24;674.78
f1f7e90f-4070-4bd4-9790-a6b7845c21e7;Brian Johnson;1979-08-28T20:59:38;2201.76
a8f78b61-f9d2-42de-92bb-a7013503c56e;Jason Mason;2008-01-30T21:19:46;2226.48
824d9e96-1fe2-43b0-b980-1aaae93b4418;Julie Gibson;1993-02-15T03:44:00;1729.88
90a2b8e1-141b-4896-a092-4d2b41229d75;Samantha Boyer;2000-11-18T07:15:14;2111.53
69083bd6-ef61-4cac-8674-d2447b056d02;Nathaniel Smith;1997-07-20T20:31:15;4070.44
7a2be049-40d2-416f-bdb6-12f46df2fc82;Darren Campbell;2014-06-16T16:47:25;7308.28
f807cdd9-2618-4c80-adf6-b1e0ee8f0e09;Melinda Lopez;2005-03-28T02:39:08;7965.76
559de204-0964-4b31-97c2-747f27b51ee7;Renee Cannon;2001-11-21T03:14:50;2011.7
312a4c3c-7f00-4257-a956-0c063008a519;Anthony Vaughan;2022-07-19T05:01:04;6394.86
300961c3-855a-4d8d-946e-34aaae9d1797;Catherine Leblanc;2018-06-29T04:28:53;5553.97
b050eb01-a22f-4818-a6f3-32446f1d5baf;Stephanie Duncan;1984-07-09T12:25:38;9740.74
e7aad070-7cdd-44cc-be33-2f35086c9768;Emily Simon;1970-01-13T18:51:05;9798.56
dfc8b87a-7176-4181-be2b-66532258edf3;Courtney Cohen;2021-07-13T07:54:04;713.7
fd05a5f5-a252-4f50-a54e-6c8fecb3077a;Michael Snyder;1983-01-28T19:40:19;8449.54
b7ae7758-5b45-4f5a-97de-701d8eafb323;Jeffrey Alvarado;2001-11-20T09:59:41;2674.47
c06bad38-1d01-4478-8110-412c38431ed6;Timothy Sampson;2018-03-01T07:47:16;1103.18
0bee2ebd-b447-48bd-9e2d-2454e46232e7;Daniel Nash;2009-11-04T00:44:11;8857.26
010f5ddf-a225-4838-b5e1-392e8a74bec5;Mary Schmidt;2003-04-29T18:44:40;9332.52
140a642e-10e8-47f8-8986-148f8b3e00e7;Monica Goodwin;1983-11-18T08:48:21;5056.48
156e3ae5-4fe4-4735-9c29-b6dac1d7fbe9;Pamela Allen;1971-11-25T04:17:15;6870.78
42260a44-773b-4350-a743-e0df5e15428a;Jeremy Humphrey;1984-12-09T09:51:40;9632.65
56fb5c72-ed6a-4bfc-81be-81f4bef874d7;Kevin Walls;1972-12-29T20:43:59;6270.49
7c2b940d-9045-4445-958c-d60ea07f7f47;Willie Mendoza;1991-09-27T15:42:42;2536.4
6f2af3b2-1dd9-4d4c-8637-fdcadf4630ad;Taylor Anderson;1979-08-24T23:43:25;6316.93
08236adf-3f75-42c5-ae05-724db49b93d5;Deborah Wilson;1989-11-05T11:50:03;509.15
bebbe60d-3085-4e6d-a31c-c5d2cd96a6a1;Kimberly Morgan;2007-07-31T21:28:00;6123.78
059ebb2e-d1ca-4193-bed6-1f4ee8751766;Deanna Taylor;1976-10-04T16:17:26;228.2
1152797e-c201-46e3-8a68-7a98f48ef9a8;Brian Jones;2009-11-22T02:07:35;9195.53
c82a6c15-d733-4669-852d-858508df6b19;Brent Huff;1984-10-06T16:49:42;2101.62
66270136-3aeb-4bc0-b63d-307ca9d21bf8;Michael Gonzales;1980-10-01T03:45:28;2903.88
f94d9109-5939-45b5-a503-9055f90b9724;Dr. Cindy Clayton DVM;1988-11-02T09:41:42;4410.92
1551f819-001d-4bf6-8503-ccb5c6b4195c;Erin Brennan;2023-03-21T16:15:59;9193.85
4adb0798-039d-40ba-9c99-373515a652a7;Carol Hill;1983-09-16T00:55:55;5296.4
16c2b4aa-72f7-4920-9d75-16f558aa0383;Joseph Ortiz;1975-06-21T16:02:26;8400.7
4bebcf4f-2c94-451d-92fa-3935ff283550;Jeffrey Hale;1972-02-19T01:59:00;9725.59
13801f25-44f0-4c4e-987d-3afca3705e8a;Mary Stewart;2007-04-13T18:51:59;375.1
d9732b86-3fb2-40b2-b55d-c442c884e666;Kellie Green;1973-10-26T01:38:46;4709.6
40e3469f-39b6-4d71-951a-051847e77e2b;Susan Patel;2000-07-17T06:37:36;6367.53
0d20f686-854d-49b6-ab66-b1c05fdd5329;Robert Reyes;1986-03-25T16:42:16;2013.54
e775f27e-2ec0-42f0-9310-0ac51932263c;Jeffrey Barry;1994-08-24T21:04:28;1328.39
7ff5101d-3f1c-431b-86ff-76d11fe32b56;Jared Ruiz;1973-12-21T10:08:55;8609.52
5b7801ea-8634-4347-9aa6-b26ae30d04fd;Chris Lindsey;2023-09-07T11:03:24;2690.9
8b4eb003-401a-4e8a-bba0-fd458d3ac4b9;David Hoover;1998-05-27T19:01:58;2380.23
